ytid,start_s,end_s,is_audioset_eval,path,status,duration_s
AjLuenrAsbE,30,40,True,data/raw/musiccaps/audio/AjLuenrAsbE_30_40.mp3,ok,10.0
AjjQqd0eLzw,30,40,True,data/raw/musiccaps/audio/AjjQqd0eLzw_30_40.mp3,ok,10.0
AkHaDKuiE_s,60,70,False,data/raw/musiccaps/audio/AkHaDKuiE_s_60_70.mp3,ok,10.0
AkbCw7oVkw0,30,40,False,data/raw/musiccaps/audio/AkbCw7oVkw0_30_40.mp3,ok,10.0
Akg1n9IWSrw,0,10,False,data/raw/musiccaps/audio/Akg1n9IWSrw_0_10.mp3,ok,10.0
Aky0DF507fw,170,180,True,data/raw/musiccaps/audio/Aky0DF507fw_170_180.mp3,ok,10.0
AlVr7-ntuqw,30,40,False,data/raw/musiccaps/audio/AlVr7-ntuqw_30_40.mp3,ok,10.0
Al_OdIuqoe0,30,40,True,data/raw/musiccaps/audio/Al_OdIuqoe0_30_40.mp3,ok,10.0
AmAThmRphk0,30,40,True,data/raw/musiccaps/audio/AmAThmRphk0_30_40.mp3,ok,10.0
An-4jPvUT14,60,70,True,data/raw/musiccaps/audio/An-4jPvUT14_60_70.mp3,ok,10.0
AnErEDywInE,30,40,True,data/raw/musiccaps/audio/AnErEDywInE_30_40.mp3,ok,10.0
AnMR6SOBa9k,30,40,True,data/raw/musiccaps/audio/AnMR6SOBa9k_30_40.mp3,ok,10.0
AobHGHJSd-s,190,200,True,data/raw/musiccaps/audio/AobHGHJSd-s_190_200.mp3,ok,10.0
ApDJYsi9UGg,30,40,False,data/raw/musiccaps/audio/ApDJYsi9UGg_30_40.mp3,ok,10.0
AqSV_WKZxEc,30,40,False,data/raw/musiccaps/audio/AqSV_WKZxEc_30_40.mp3,ok,10.0
Aro-HcWNsHI,30,40,False,data/raw/musiccaps/audio/Aro-HcWNsHI_30_40.mp3,ok,10.0
Arqvnp6yUCg,30,40,True,data/raw/musiccaps/audio/Arqvnp6yUCg_30_40.mp3,ok,10.0
AsR5us-IS00,30,40,True,data/raw/musiccaps/audio/AsR5us-IS00_30_40.mp3,ok,10.0
At5v5ZZQHmw,30,40,True,data/raw/musiccaps/audio/At5v5ZZQHmw_30_40.mp3,ok,10.0
AtJ2RXQ98kY,30,40,False,,missing,
AtWf5OAE8aM,30,40,False,data/raw/musiccaps/audio/AtWf5OAE8aM_30_40.mp3,ok,10.0
AuG9i5cwGW0,230,240,False,data/raw/musiccaps/audio/AuG9i5cwGW0_230_240.mp3,ok,10.0
AuZNuyR2OJs,30,40,True,data/raw/musiccaps/audio/AuZNuyR2OJs_30_40.mp3,ok,10.0
AuvFmMpgj70,30,40,True,data/raw/musiccaps/audio/AuvFmMpgj70_30_40.mp3,ok,10.0
AuwwPMrH5sE,170,180,False,data/raw/musiccaps/audio/AuwwPMrH5sE_170_180.mp3,ok,10.0
Aw2ctwyhe28,120,130,False,data/raw/musiccaps/audio/Aw2ctwyhe28_120_130.mp3,ok,10.0
AwcuLXAPFDs,30,40,False,data/raw/musiccaps/audio/AwcuLXAPFDs_30_40.mp3,ok,10.0
AzGtPHlrlzU,70,80,False,data/raw/musiccaps/audio/AzGtPHlrlzU_70_80.mp3,ok,10.0
AzWIKyRnhG8,30,40,True,data/raw/musiccaps/audio/AzWIKyRnhG8_30_40.mp3,ok,10.0
AzhfZ8rNhRk,30,40,True,data/raw/musiccaps/audio/AzhfZ8rNhRk_30_40.mp3,ok,10.0
AzsBSUmhl1M,30,40,True,data/raw/musiccaps/audio/AzsBSUmhl1M_30_40.mp3,ok,10.0
B-1QW7g81gA,30,40,True,data/raw/musiccaps/audio/B-1QW7g81gA_30_40.mp3,ok,10.0
B00nfVc4FPI,30,40,True,data/raw/musiccaps/audio/B00nfVc4FPI_30_40.mp3,ok,10.0
B1beLwV4yzw,30,40,True,data/raw/musiccaps/audio/B1beLwV4yzw_30_40.mp3,ok,10.0
B1ixRtiUJ-U,30,40,False,data/raw/musiccaps/audio/B1ixRtiUJ-U_30_40.mp3,ok,10.0
B1vY7kxQ9Xg,0,10,True,data/raw/musiccaps/audio/B1vY7kxQ9Xg_0_10.mp3,ok,10.0
B1va1NqaA4o,30,40,True,data/raw/musiccaps/audio/B1va1NqaA4o_30_40.mp3,ok,10.0
B2yLFcmZ51I,100,110,False,data/raw/musiccaps/audio/B2yLFcmZ51I_100_110.mp3,ok,10.0
B32m9Jqqrpo,30,40,True,data/raw/musiccaps/audio/B32m9Jqqrpo_30_40.mp3,ok,10.0
B3WaJ_3M0vw,30,40,False,data/raw/musiccaps/audio/B3WaJ_3M0vw_30_40.mp3,ok,10.0
B3lq6U4PDZo,30,40,True,data/raw/musiccaps/audio/B3lq6U4PDZo_30_40.mp3,ok,10.0
B3q2wHpzhoM,110,120,True,data/raw/musiccaps/audio/B3q2wHpzhoM_110_120.mp3,ok,10.0
B41tuPoJ61c,30,40,True,data/raw/musiccaps/audio/B41tuPoJ61c_30_40.mp3,ok,10.0
B496Qv0CuOQ,30,40,True,data/raw/musiccaps/audio/B496Qv0CuOQ_30_40.mp3,ok,10.0
B4KIQtk7fT4,230,240,False,data/raw/musiccaps/audio/B4KIQtk7fT4_230_240.mp3,ok,10.0
B4lGhVjoMTk,210,220,False,data/raw/musiccaps/audio/B4lGhVjoMTk_210_220.mp3,ok,10.0
B5XTBvnpwqU,20,30,False,data/raw/musiccaps/audio/B5XTBvnpwqU_20_30.mp3,ok,10.0
B7V_grbxflg,30,40,True,data/raw/musiccaps/audio/B7V_grbxflg_30_40.mp3,ok,10.0
B7iRvj8y9aU,30,40,True,,missing,
B8pesuUc8Ek,30,40,True,data/raw/musiccaps/audio/B8pesuUc8Ek_30_40.mp3,ok,10.0
B90BOtSOD2Q,410,420,True,data/raw/musiccaps/audio/B90BOtSOD2Q_410_420.mp3,ok,10.0
B9IAl-ygE2k,10,20,False,data/raw/musiccaps/audio/B9IAl-ygE2k_10_20.mp3,ok,10.0
B9K58KYq-Cs,320,330,False,data/raw/musiccaps/audio/B9K58KYq-Cs_320_330.mp3,ok,10.0
B9ME0Vcm_xA,190,200,False,data/raw/musiccaps/audio/B9ME0Vcm_xA_190_200.mp3,ok,10.0
BAUQY0e25DM,30,40,True,data/raw/musiccaps/audio/BAUQY0e25DM_30_40.mp3,ok,10.0
BBSApRvkaqY,210,220,False,data/raw/musiccaps/audio/BBSApRvkaqY_210_220.mp3,ok,10.0
BBmXMoI9Qus,30,40,True,data/raw/musiccaps/audio/BBmXMoI9Qus_30_40.mp3,ok,10.0
BC7dI3lQ2Cg,30,40,True,data/raw/musiccaps/audio/BC7dI3lQ2Cg_30_40.mp3,ok,10.0
BDH7Fx1APR8,40,50,True,data/raw/musiccaps/audio/BDH7Fx1APR8_40_50.mp3,ok,10.0
BEEknOFrVdU,30,40,True,data/raw/musiccaps/audio/BEEknOFrVdU_30_40.mp3,ok,10.0
BEZdszHKGTQ,20,30,False,data/raw/musiccaps/audio/BEZdszHKGTQ_20_30.mp3,ok,10.0
BEhIGoq9tow,160,170,False,data/raw/musiccaps/audio/BEhIGoq9tow_160_170.mp3,ok,10.0
BEwNrjvNiYs,30,40,True,data/raw/musiccaps/audio/BEwNrjvNiYs_30_40.mp3,ok,10.0
BGD7J6MP2C8,30,40,True,data/raw/musiccaps/audio/BGD7J6MP2C8_30_40.mp3,ok,10.0
BHDhHO7J-Oo,30,40,True,data/raw/musiccaps/audio/BHDhHO7J-Oo_30_40.mp3,ok,10.0
BHu95Y_kVQA,30,40,True,data/raw/musiccaps/audio/BHu95Y_kVQA_30_40.mp3,ok,10.0
BI8YQ3ueD24,30,40,True,data/raw/musiccaps/audio/BI8YQ3ueD24_30_40.mp3,ok,10.0
BK2laUCyaH0,30,40,True,data/raw/musiccaps/audio/BK2laUCyaH0_30_40.mp3,ok,10.0
BKQYrrJVg6g,370,380,True,,missing,
BL181hSAG60,30,40,True,data/raw/musiccaps/audio/BL181hSAG60_30_40.mp3,ok,10.0
BM9XDXA-CUE,210,220,True,data/raw/musiccaps/audio/BM9XDXA-CUE_210_220.mp3,ok,10.0
BMPmavj4keA,190,200,True,data/raw/musiccaps/audio/BMPmavj4keA_190_200.mp3,ok,10.0
BMgYWTTJv3s,240,250,True,data/raw/musiccaps/audio/BMgYWTTJv3s_240_250.mp3,ok,10.0
BMxgDBoPv_0,0,10,False,data/raw/musiccaps/audio/BMxgDBoPv_0_0_10.mp3,ok,10.0
BN63M3_lPCQ,170,180,False,data/raw/musiccaps/audio/BN63M3_lPCQ_170_180.mp3,corrupt,
BN6W6OQnVoE,30,40,True,data/raw/musiccaps/audio/BN6W6OQnVoE_30_40.mp3,ok,10.0
BQ_KrefFiTw,30,40,False,data/raw/musiccaps/audio/BQ_KrefFiTw_30_40.mp3,ok,10.0
BR5MDhvcGM8,60,70,True,data/raw/musiccaps/audio/BR5MDhvcGM8_60_70.mp3,ok,10.0
BRTHyoVgZT0,30,40,True,data/raw/musiccaps/audio/BRTHyoVgZT0_30_40.mp3,ok,10.0
BS2ZnUhmHj4,30,40,True,data/raw/musiccaps/audio/BS2ZnUhmHj4_30_40.mp3,ok,10.0
BSLriWJ7hn8,30,40,False,data/raw/musiccaps/audio/BSLriWJ7hn8_30_40.mp3,ok,10.0
BSe5J0KlN3k,500,510,True,data/raw/musiccaps/audio/BSe5J0KlN3k_500_510.mp3,ok,10.0
BT4env-Tw2o,30,40,True,data/raw/musiccaps/audio/BT4env-Tw2o_30_40.mp3,ok,10.0
BTMWpYzpu5g,60,70,False,data/raw/musiccaps/audio/BTMWpYzpu5g_60_70.mp3,ok,10.0
BUDb8YieUgU,140,150,False,data/raw/musiccaps/audio/BUDb8YieUgU_140_150.mp3,ok,10.0
BUzsQ6WohH4,30,40,True,data/raw/musiccaps/audio/BUzsQ6WohH4_30_40.mp3,ok,10.0
BVonSUC3zIQ,20,30,False,data/raw/musiccaps/audio/BVonSUC3zIQ_20_30.mp3,ok,10.0
BVt8RgNrwbQ,30,40,False,data/raw/musiccaps/audio/BVt8RgNrwbQ_30_40.mp3,ok,10.0
BWKQXn5xDwo,10,20,True,data/raw/musiccaps/audio/BWKQXn5xDwo_10_20.mp3,ok,10.0
BWSJjF32tQA,240,250,True,data/raw/musiccaps/audio/BWSJjF32tQA_240_250.mp3,ok,10.0
BWVovghBe2c,30,40,True,data/raw/musiccaps/audio/BWVovghBe2c_30_40.mp3,ok,10.0
BWvKAcOV_co,30,40,True,data/raw/musiccaps/audio/BWvKAcOV_co_30_40.mp3,ok,10.0
BXUS7pTYDzI,30,40,True,data/raw/musiccaps/audio/BXUS7pTYDzI_30_40.mp3,ok,10.0
BXcEsM8ykhE,30,40,False,data/raw/musiccaps/audio/BXcEsM8ykhE_30_40.mp3,ok,10.0
BXo1Tr_oJds,30,40,True,data/raw/musiccaps/audio/BXo1Tr_oJds_30_40.mp3,corrupt,
BXv69uAoHk4,20,30,False,data/raw/musiccaps/audio/BXv69uAoHk4_20_30.mp3,ok,10.0
BYi0fAZtBls,30,40,False,data/raw/musiccaps/audio/BYi0fAZtBls_30_40.mp3,ok,10.0
BYnYTgeM6Go,30,40,False,data/raw/musiccaps/audio/BYnYTgeM6Go_30_40.mp3,ok,10.0
BYwS1dJRTi0,30,40,True,data/raw/musiccaps/audio/BYwS1dJRTi0_30_40.mp3,ok,10.0
BZyf8LPltYs,30,40,True,data/raw/musiccaps/audio/BZyf8LPltYs_30_40.mp3,ok,10.0
B_kAtTBUDIA,30,40,True,data/raw/musiccaps/audio/B_kAtTBUDIA_30_40.mp3,ok,10.0
B_ohqOgK6T8,0,10,True,data/raw/musiccaps/audio/B_ohqOgK6T8_0_10.mp3,ok,10.0
B_tbkQYT9N0,30,40,True,data/raw/musiccaps/audio/B_tbkQYT9N0_30_40.mp3,ok,10.0
BaMBwXQwK3g,30,40,True,data/raw/musiccaps/audio/BaMBwXQwK3g_30_40.mp3,ok,10.0
Bap5P9buB0Y,30,40,False,data/raw/musiccaps/audio/Bap5P9buB0Y_30_40.mp3,ok,10.0
BcVapmCbULQ,30,40,False,data/raw/musiccaps/audio/BcVapmCbULQ_30_40.mp3,ok,10.0
Bd0PbyrG6H4,30,40,True,,missing,
Bd9TjPP31U0,130,140,False,data/raw/musiccaps/audio/Bd9TjPP31U0_130_140.mp3,ok,10.0
BdKiPR3kdjo,30,40,False,data/raw/musiccaps/audio/BdKiPR3kdjo_30_40.mp3,ok,10.0
BdhaR2QUGqY,60,70,False,data/raw/musiccaps/audio/BdhaR2QUGqY_60_70.mp3,ok,10.0
BeFjxrUwAC4,30,40,True,data/raw/musiccaps/audio/BeFjxrUwAC4_30_40.mp3,ok,10.0
BeFzozm_H5M,20,30,False,,missing,
BfMKdrK9D8M,30,40,True,data/raw/musiccaps/audio/BfMKdrK9D8M_30_40.mp3,ok,10.0
BfUoopDpmmY,30,40,False,data/raw/musiccaps/audio/BfUoopDpmmY_30_40.mp3,ok,10.0
BgTB_xt11bA,30,40,False,data/raw/musiccaps/audio/BgTB_xt11bA_30_40.mp3,ok,10.0
Bgsy5UpXx8I,30,40,True,data/raw/musiccaps/audio/Bgsy5UpXx8I_30_40.mp3,ok,10.0
BhJa0kTUdGY,50,60,False,data/raw/musiccaps/audio/BhJa0kTUdGY_50_60.mp3,ok,10.0
BhYaXU1MVcQ,10,20,False,data/raw/musiccaps/audio/BhYaXU1MVcQ_10_20.mp3,ok,10.0
BiPwCMlghhQ,120,130,False,data/raw/musiccaps/audio/BiPwCMlghhQ_120_130.mp3,ok,10.0
BiQik0xsWxk,30,40,True,,missing,
BiqPn3d_dKM,150,160,False,data/raw/musiccaps/audio/BiqPn3d_dKM_150_160.mp3,ok,10.0
BjAL68IMlp0,30,40,True,data/raw/musiccaps/audio/BjAL68IMlp0_30_40.mp3,ok,10.0
BjIksWR4oKw,30,40,True,data/raw/musiccaps/audio/BjIksWR4oKw_30_40.mp3,ok,10.0
BjqhHeJD28U,30,40,True,data/raw/musiccaps/audio/BjqhHeJD28U_30_40.mp3,ok,10.0
BkOfrw3c3EE,30,40,True,data/raw/musiccaps/audio/BkOfrw3c3EE_30_40.mp3,ok,10.0
BkSCfcTBMRY,230,240,False,data/raw/musiccaps/audio/BkSCfcTBMRY_230_240.mp3,ok,10.0
BkjpjAohg-0,30,40,True,data/raw/musiccaps/audio/BkjpjAohg-0_30_40.mp3,ok,10.0
BkoCi-IZccI,30,40,True,data/raw/musiccaps/audio/BkoCi-IZccI_30_40.mp3,ok,10.0
Bl-lCgr5hGY,30,40,True,data/raw/musiccaps/audio/Bl-lCgr5hGY_30_40.mp3,ok,10.0
BlhUt8AJJO8,30,40,True,data/raw/musiccaps/audio/BlhUt8AJJO8_30_40.mp3,ok,10.0
BlsbeyimUDE,30,40,True,data/raw/musiccaps/audio/BlsbeyimUDE_30_40.mp3,ok,10.0
BnkDQXlrIX4,240,250,True,data/raw/musiccaps/audio/BnkDQXlrIX4_240_250.mp3,ok,10.0
BojCkFK3pNg,30,40,False,data/raw/musiccaps/audio/BojCkFK3pNg_30_40.mp3,ok,10.0
BpLUOKHl51E,0,10,False,data/raw/musiccaps/audio/BpLUOKHl51E_0_10.wav,ok,10.0
BqIZipifARo,80,90,False,data/raw/musiccaps/audio/BqIZipifARo_80_90.mp3,ok,10.0
BquHBzP5Ep0,30,40,True,data/raw/musiccaps/audio/BquHBzP5Ep0_30_40.mp3,ok,10.0
BrCW3BA8TIQ,30,40,False,data/raw/musiccaps/audio/BrCW3BA8TIQ_30_40.mp3,ok,10.0
Brc_nOquNbY,30,40,True,data/raw/musiccaps/audio/Brc_nOquNbY_30_40.mp3,ok,10.0
BsLFQV8HVZE,30,40,True,data/raw/musiccaps/audio/BsLFQV8HVZE_30_40.mp3,ok,10.0
BsVsoZ4ojp0,60,70,True,data/raw/musiccaps/audio/BsVsoZ4ojp0_60_70.mp3,ok,10.0
BscoQHJrNm8,170,180,False,data/raw/musiccaps/audio/BscoQHJrNm8_170_180.mp3,ok,10.0
BsnjK6DypAg,30,40,True,data/raw/musiccaps/audio/BsnjK6DypAg_30_40.mp3,ok,10.0
BtdzVnXZ0i4,30,40,False,data/raw/musiccaps/audio/BtdzVnXZ0i4_30_40.mp3,ok,10.0
BurGML_ZqSA,100,110,False,data/raw/musiccaps/audio/BurGML_ZqSA_100_110.mp3,ok,10.0
Bx1HZVX4UxM,170,180,True,data/raw/musiccaps/audio/Bx1HZVX4UxM_170_180.mp3,ok,10.0
Bx3nzrmGXhw,11,21,False,data/raw/musiccaps/audio/Bx3nzrmGXhw_11_21.mp3,ok,10.0
Bx726MYz6Uo,30,40,True,data/raw/musiccaps/audio/Bx726MYz6Uo_30_40.mp3,ok,10.0
BxQSEvHdyjQ,30,40,True,data/raw/musiccaps/audio/BxQSEvHdyjQ_30_40.mp3,ok,10.0
BxbB2_N5Xtk,30,40,True,data/raw/musiccaps/audio/BxbB2_N5Xtk_30_40.mp3,ok,10.0
ByF0pp-dVEo,150,160,False,data/raw/musiccaps/audio/ByF0pp-dVEo_150_160.mp3,ok,10.0
ByOqw8M2U-Q,30,40,True,data/raw/musiccaps/audio/ByOqw8M2U-Q_30_40.mp3,ok,10.0
Byk9p21g51g,30,40,True,data/raw/musiccaps/audio/Byk9p21g51g_30_40.mp3,ok,10.0
BzM0qok5Cns,30,40,False,data/raw/musiccaps/audio/BzM0qok5Cns_30_40.mp3,ok,10.0
C-1i2GlbiIY,260,270,False,data/raw/musiccaps/audio/C-1i2GlbiIY_260_270.mp3,ok,10.0
C-7ubPOCeJk,240,250,False,data/raw/musiccaps/audio/C-7ubPOCeJk_240_250.mp3,ok,10.0
C-NYmja61zE,30,40,True,data/raw/musiccaps/audio/C-NYmja61zE_30_40.mp3,ok,10.0
C0AQyOVGvFM,100,110,False,data/raw/musiccaps/audio/C0AQyOVGvFM_100_110.mp3,ok,10.0
C0eCERYt4bA,30,40,False,data/raw/musiccaps/audio/C0eCERYt4bA_30_40.mp3,ok,10.0
C0sSgrr5xrQ,30,40,True,data/raw/musiccaps/audio/C0sSgrr5xrQ_30_40.mp3,ok,10.0
C1M5xqDQW58,220,230,True,data/raw/musiccaps/audio/C1M5xqDQW58_220_230.mp3,ok,10.0
C25xvcl4YAU,30,40,True,data/raw/musiccaps/audio/C25xvcl4YAU_30_40.mp3,ok,10.0
C33WdI64FiY,30,40,True,data/raw/musiccaps/audio/C33WdI64FiY_30_40.mp3,ok,10.0
C3Jhu77uffQ,0,10,True,data/raw/musiccaps/audio/C3Jhu77uffQ_0_10.mp3,ok,10.0
C3o8pEsAu5U,40,50,True,data/raw/musiccaps/audio/C3o8pEsAu5U_40_50.mp3,ok,10.0
C3s-DmHtDUg,20,30,True,data/raw/musiccaps/audio/C3s-DmHtDUg_20_30.mp3,ok,10.0
C4-mZ1jGQ-E,30,40,True,data/raw/musiccaps/audio/C4-mZ1jGQ-E_30_40.mp3,ok,10.0
C4MeKaeaPcU,30,40,False,data/raw/musiccaps/audio/C4MeKaeaPcU_30_40.mp3,ok,10.0
C5MhO2HM2Wg,30,40,True,data/raw/musiccaps/audio/C5MhO2HM2Wg_30_40.mp3,ok,10.0
C5Zs-Lb2rIM,90,100,False,data/raw/musiccaps/audio/C5Zs-Lb2rIM_90_100.mp3,ok,10.0
C6-JxDWYJ-A,70,80,False,,missing,
C6m_OWe-JE4,40,50,True,data/raw/musiccaps/audio/C6m_OWe-JE4_40_50.mp3,ok,10.0
C6roSYqchkk,60,70,True,data/raw/musiccaps/audio/C6roSYqchkk_60_70.mp3,ok,10.0
C6ws4MxOH2Y,220,230,False,data/raw/musiccaps/audio/C6ws4MxOH2Y_220_230.mp3,ok,10.0
C7OIuhWSbjU,40,50,True,,missing,
C7WAx3n57Hk,30,40,True,data/raw/musiccaps/audio/C7WAx3n57Hk_30_40.mp3,ok,10.0
C8Euv69GR3U,0,10,True,data/raw/musiccaps/audio/C8Euv69GR3U_0_10.mp3,ok,10.0
C8VECv8kicU,180,190,True,data/raw/musiccaps/audio/C8VECv8kicU_180_190.mp3,ok,10.0
C9e2k030QcY,30,40,False,data/raw/musiccaps/audio/C9e2k030QcY_30_40.mp3,ok,10.0
CAL5CgkKkR4,70,80,True,data/raw/musiccaps/audio/CAL5CgkKkR4_70_80.mp3,ok,10.0
CAbNGe1PWoY,130,140,False,data/raw/musiccaps/audio/CAbNGe1PWoY_130_140.mp3,ok,10.0
CBUAy9Zl6ZE,10,20,True,data/raw/musiccaps/audio/CBUAy9Zl6ZE_10_20.mp3,ok,10.0
CCFYOw8keiI,100,110,False,,missing,
CD3OyaDW348,30,40,True,data/raw/musiccaps/audio/CD3OyaDW348_30_40.mp3,ok,10.0
CEJXvm2vH_4,30,40,True,data/raw/musiccaps/audio/CEJXvm2vH_4_30_40.mp3,ok,10.0
CFT9P94NMDw,40,50,True,data/raw/musiccaps/audio/CFT9P94NMDw_40_50.mp3,ok,10.0
CGYflJRiLt0,30,40,True,data/raw/musiccaps/audio/CGYflJRiLt0_30_40.mp3,ok,10.0
CH-zch2pUic,30,40,True,data/raw/musiccaps/audio/CH-zch2pUic_30_40.mp3,ok,10.0
CHo8wKj9J1w,30,40,False,data/raw/musiccaps/audio/CHo8wKj9J1w_30_40.mp3,ok,10.0
CHufyCHSF1U,30,40,True,data/raw/musiccaps/audio/CHufyCHSF1U_30_40.mp3,ok,10.0
CIoEXRnAr-Y,30,40,True,data/raw/musiccaps/audio/CIoEXRnAr-Y_30_40.mp3,ok,10.0
CJjyrDGmxIY,270,280,True,data/raw/musiccaps/audio/CJjyrDGmxIY_270_280.mp3,ok,10.0
CKEPPcaCjbw,60,70,False,data/raw/musiccaps/audio/CKEPPcaCjbw_60_70.mp3,ok,10.0
CKO35LsM0XI,30,40,False,data/raw/musiccaps/audio/CKO35LsM0XI_30_40.mp3,ok,10.0
CKkbZCb9Y18,30,40,True,data/raw/musiccaps/audio/CKkbZCb9Y18_30_40.mp3,ok,10.0
CLx4iYWSB1c,0,10,True,data/raw/musiccaps/audio/CLx4iYWSB1c_0_10.mp3,ok,10.0
CM2rKZmcR0I,80,90,False,data/raw/musiccaps/audio/CM2rKZmcR0I_80_90.mp3,ok,10.0
CM7jMnBXw2Y,20,30,False,data/raw/musiccaps/audio/CM7jMnBXw2Y_20_30.mp3,ok,10.0
CMfAu72qma0,250,260,True,data/raw/musiccaps/audio/CMfAu72qma0_250_260.mp3,ok,10.0
CN2QSmhP-HI,30,40,True,data/raw/musiccaps/audio/CN2QSmhP-HI_30_40.mp3,ok,10.0
COe_UKKVpVo,30,40,True,data/raw/musiccaps/audio/COe_UKKVpVo_30_40.mp3,ok,10.0
CP3phqztym0,30,40,True,data/raw/musiccaps/audio/CP3phqztym0_30_40.mp3,ok,10.0
CPX6f-Awx-0,60,70,False,data/raw/musiccaps/audio/CPX6f-Awx-0_60_70.mp3,ok,10.0
CPr0YRTcaKg,0,10,True,data/raw/musiccaps/audio/CPr0YRTcaKg_0_10.mp3,ok,10.0
CQlh4k5pXKA,10,20,True,data/raw/musiccaps/audio/CQlh4k5pXKA_10_20.mp3,ok,10.0
CRDDdjDinYc,50,60,True,data/raw/musiccaps/audio/CRDDdjDinYc_50_60.mp3,ok,10.0
CRHEuoCnI74,30,40,False,data/raw/musiccaps/audio/CRHEuoCnI74_30_40.mp3,ok,10.0
CRIFRYhiKUA,30,40,True,data/raw/musiccaps/audio/CRIFRYhiKUA_30_40.mp3,ok,10.0
CRUd8kY3L70,10,20,False,data/raw/musiccaps/audio/CRUd8kY3L70_10_20.mp3,ok,10.0
CRxIJ7YbcZA,30,40,True,data/raw/musiccaps/audio/CRxIJ7YbcZA_30_40.mp3,ok,10.0
CSzMTqkLHyg,60,70,False,data/raw/musiccaps/audio/CSzMTqkLHyg_60_70.mp3,ok,10.0
CVLqZyUwqv8,200,210,True,data/raw/musiccaps/audio/CVLqZyUwqv8_200_210.mp3,ok,10.0
CVgLrsBPt4o,140,150,False,data/raw/musiccaps/audio/CVgLrsBPt4o_140_150.mp3,ok,10.0
CWKBzt-v8w4,30,40,True,data/raw/musiccaps/audio/CWKBzt-v8w4_30_40.mp3,ok,10.0
CWQvCCRuU6k,0,10,True,data/raw/musiccaps/audio/CWQvCCRuU6k_0_10.mp3,ok,10.0
CXCbBSUuugs,190,200,True,data/raw/musiccaps/audio/CXCbBSUuugs_190_200.mp3,ok,10.0
CYZZIkEw_jY,30,40,False,data/raw/musiccaps/audio/CYZZIkEw_jY_30_40.mp3,ok,10.0
CYuYfvQv4eo,30,40,False,data/raw/musiccaps/audio/CYuYfvQv4eo_30_40.mp3,ok,10.0
CZWLPPO0KL4,170,180,True,data/raw/musiccaps/audio/CZWLPPO0KL4_170_180.mp3,ok,10.0
CZZSQ6rd8h0,110,120,False,data/raw/musiccaps/audio/CZZSQ6rd8h0_110_120.mp3,ok,10.0
CZoPTJNmiCw,30,40,True,data/raw/musiccaps/audio/CZoPTJNmiCw_30_40.mp3,ok,10.0
CZuH43NPynA,30,40,True,data/raw/musiccaps/audio/CZuH43NPynA_30_40.mp3,ok,10.0
Ca3b8qNUbsk,30,40,True,data/raw/musiccaps/audio/Ca3b8qNUbsk_30_40.mp3,ok,10.0
CaCjiFUL6Fg,170,180,False,,missing,
Cchf2QH63bI,130,140,True,data/raw/musiccaps/audio/Cchf2QH63bI_130_140.mp3,ok,10.0
Cd7JefC6-Zw,230,240,False,data/raw/musiccaps/audio/Cd7JefC6-Zw_230_240.mp3,ok,10.0
CdFutCUKTXI,30,40,True,data/raw/musiccaps/audio/CdFutCUKTXI_30_40.mp3,ok,10.0
CdWA-SNcYpM,160,170,False,data/raw/musiccaps/audio/CdWA-SNcYpM_160_170.mp3,ok,10.0
CdgQIiMdBa4,30,40,True,data/raw/musiccaps/audio/CdgQIiMdBa4_30_40.mp3,ok,10.0
Ce-Xok6SRPU,90,100,False,data/raw/musiccaps/audio/Ce-Xok6SRPU_90_100.mp3,ok,10.0
CeaWlENtRio,530,540,False,data/raw/musiccaps/audio/CeaWlENtRio_530_540.mp3,ok,10.0
Cf1zNtZEcc8,250,260,True,data/raw/musiccaps/audio/Cf1zNtZEcc8_250_260.mp3,ok,10.0
CfRzy-RtqnQ,120,130,True,data/raw/musiccaps/audio/CfRzy-RtqnQ_120_130.mp3,ok,10.0
CgK0DU3KFBc,30,40,True,data/raw/musiccaps/audio/CgK0DU3KFBc_30_40.mp3,ok,10.0
ChCdYoDz7CY,500,510,False,data/raw/musiccaps/audio/ChCdYoDz7CY_500_510.mp3,ok,10.0
ChqJYrmQIN4,50,60,False,data/raw/musiccaps/audio/ChqJYrmQIN4_50_60.mp3,ok,10.0
ChyayWIp_vU,30,40,True,data/raw/musiccaps/audio/ChyayWIp_vU_30_40.mp3,ok,10.0
Ck-1kRnHqro,10,20,False,data/raw/musiccaps/audio/Ck-1kRnHqro_10_20.mp3,ok,10.0
Ck_bvV8Aa-k,170,180,False,data/raw/musiccaps/audio/Ck_bvV8Aa-k_170_180.mp3,ok,10.0
CkgzMSbE68M,30,40,True,data/raw/musiccaps/audio/CkgzMSbE68M_30_40.mp3,ok,10.0
ClK_qf_Twm8,30,40,True,data/raw/musiccaps/audio/ClK_qf_Twm8_30_40.mp3,ok,10.0
ClNTn1wtq7E,90,100,True,data/raw/musiccaps/audio/ClNTn1wtq7E_90_100.mp3,ok,10.0
Cn3xoxvbkF0,30,40,True,data/raw/musiccaps/audio/Cn3xoxvbkF0_30_40.mp3,ok,10.0
CnTMm-bzssM,310,320,False,data/raw/musiccaps/audio/CnTMm-bzssM_310_320.mp3,ok,10.0
CodqNx1ukOc,30,40,True,data/raw/musiccaps/audio/CodqNx1ukOc_30_40.mp3,ok,10.0
